subset,unit,N,method,criterion,lam,skill,rmse,rmse_early,false_alarm,detect_corr,delta
DS02,15,1000,D,Morozov_tau1.5,1e-06,-0.5459840004040186,0.09740974766555914,0.00491007322823874,0.001144785913767008,0.9969564599300924,0.8677202097194312
DS02,15,1000,D,Morozov_tau2.0,1e-06,-0.5459840004040186,0.09740974766555914,0.00491007322823874,0.001144785913767008,0.9969564599300924,0.8677202097194312
DS02,15,1000,D,Morozov_tau3.0,1e-06,-0.5459840004040186,0.09740974766555914,0.00491007322823874,0.001144785913767008,0.9969564599300924,0.8677202097194312
DS02,15,1000,D,oracle,10.0,0.9924723590250248,0.00679718937073632,0.0025087552540815064,0.0011713821712491083,0.9962693618056545,0.8677202097194312
DS02,15,1000,D,lam_dev,31.622776601683793,0.9904083545687731,0.007672669278646662,0.002735829466103772,0.0016391725352493496,0.9967897376656453,0.8677202097194312
DS03,10,1,B,L_curve,10.0,0.8242805299353367,0.03650635115708289,0.02819753084344728,0.022191717814247402,0.9435189050825213,29.487016957573108
DS03,10,1,B,Morozov_tau1.0,1000.0,0.5192012486945775,0.06038654052691876,0.008672256115348276,0.013676392456944677,0.9763838937317599,29.487016957573108
DS03,10,1,B,Morozov_tau1.5,3162.2776601683795,0.31497016648064113,0.07207974265676449,0.006563080691050801,0.009733712442125774,0.978549571465562,29.487016957573108
DS03,10,1,B,Morozov_tau2.0,10000.0,0.15182209190013352,0.08020509597090378,0.0058095205490510905,0.0061763811452034256,0.9789002817679879,29.487016957573108
DS03,10,1,B,Morozov_tau3.0,10000.0,0.15182209190013352,0.08020509597090378,0.0058095205490510905,0.0061763811452034256,0.9789002817679879,29.487016957573108
DS03,10,1,B,oracle,31.622776601683793,0.8625667708974504,0.03228526533018203,0.02357419788538726,0.019576852393150327,0.9566391180810173,29.487016957573108
